"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","risk_first_to_mind","total_risk","judged_percent","block","last_risk","condition","experiment"
"313",93,"second_win","595",TRUE,"right",1,"2","first_time",1.175,"ct03",0,0.161616161616162,0,5,0,"Control","Control"
"314",94,"second_win","542",FALSE,"left",0.5,"3","first_time",1.1875,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"315",95,"second_win","463",FALSE,"left",0.5,"3","first_time",1.2,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"316",96,"second_win","806",FALSE,"left",0.5,"3","first_time",1.2125,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"317",97,"second_win","460",FALSE,"left",0.5,"3","first_time",1.225,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"318",98,"second_win","426",FALSE,"left",0.5,"3","first_time",1.2375,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"319",99,"second_win","2208",FALSE,"left",0.5,"3","first_time",1.25,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"320",100,"second_win","36",FALSE,"left",0.5,"3","first_time",1.2625,"ct03",0,0.161616161616162,0,5,1,"Control","Control"
"331",1,"first_win","-1",NA,NA,-1,NA,"first_time",0,"ct04",2.5,0.232323232323232,40,1,NA,"Control","Control"
"332",2,"first_win","977",FALSE,"right",0.5,"4","first_time",0.0125,"ct04",2.5,0.232323232323232,40,1,NA,"Control","Control"
"333",3,"first_win","2726",TRUE,"left",1,"1","first_time",0.0375,"ct04",2.5,0.232323232323232,40,1,NA,"Control","Control"
"334",4,"first_win","2016",FALSE,"right",0.5,"4","first_time",0.05,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"335",5,"first_win","1637",TRUE,"left",0,"1","first_time",0.05,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"336",6,"first_win","2328",TRUE,"left",1,"1","first_time",0.075,"ct04",2.5,0.232323232323232,40,1,0,"Control","Control"
"337",7,"first_win","2654",FALSE,"right",0.5,"4","first_time",0.0875,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"338",8,"first_win","1506",TRUE,"left",0,"1","first_time",0.0875,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"339",9,"first_win","1700",TRUE,"left",1,"1","first_time",0.1125,"ct04",2.5,0.232323232323232,40,1,0,"Control","Control"
"340",10,"first_win","1486",TRUE,"left",0,"1","first_time",0.1125,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"341",11,"first_win","977",TRUE,"left",1,"1","first_time",0.1375,"ct04",2.5,0.232323232323232,40,1,0,"Control","Control"
"342",12,"first_win","1110",TRUE,"left",1,"1","first_time",0.1625,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"343",13,"first_win","1688",TRUE,"left",0,"1","first_time",0.1625,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"344",14,"first_win","1149",TRUE,"left",1,"1","first_time",0.1875,"ct04",2.5,0.232323232323232,40,1,0,"Control","Control"
"345",15,"first_win","881",TRUE,"left",1,"1","first_time",0.2125,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"346",16,"first_win","900",TRUE,"left",1,"1","first_time",0.2375,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"347",17,"first_win","856",TRUE,"left",1,"1","first_time",0.2625,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"348",18,"first_win","747",TRUE,"left",1,"1","first_time",0.2875,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"349",19,"first_win","879",TRUE,"left",0,"1","first_time",0.2875,"ct04",2.5,0.232323232323232,40,1,1,"Control","Control"
"350",20,"first_win","1395",TRUE,"left",0,"1","first_time",0.2875,"ct04",2.5,0.232323232323232,40,1,0,"Control","Control"
"351",21,"first_win","1078",TRUE,"left",1,"1","first_time",0.3125,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"352",22,"first_win","1483",TRUE,"left",1,"1","first_time",0.3375,"ct04",2.5,0.232323232323232,40,2,1,"Control","Control"
"353",23,"first_win","1629",TRUE,"left",0,"1","first_time",0.3375,"ct04",2.5,0.232323232323232,40,2,1,"Control","Control"
"354",24,"first_win","976",FALSE,"right",0.5,"4","first_time",0.35,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"355",25,"first_win","1016",FALSE,"right",0.5,"4","first_time",0.3625,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"356",26,"first_win","1290",TRUE,"left",0,"1","first_time",0.3625,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"357",27,"first_win","846",TRUE,"left",0,"1","first_time",0.3625,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"358",28,"first_win","1107",FALSE,"right",0.5,"4","first_time",0.375,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"359",29,"first_win","966",FALSE,"right",0.5,"4","first_time",0.3875,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"360",30,"first_win","761",FALSE,"right",0.5,"4","first_time",0.4,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"361",31,"first_win","907",FALSE,"right",0.5,"4","first_time",0.4125,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"362",32,"first_win","737",FALSE,"right",0.5,"4","first_time",0.425,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"363",33,"first_win","418",FALSE,"right",0.5,"4","first_time",0.4375,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"364",34,"first_win","422",FALSE,"right",0.5,"4","first_time",0.45,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"365",35,"first_win","266",FALSE,"right",0.5,"4","first_time",0.4625,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"366",36,"first_win","303",FALSE,"right",0.5,"4","first_time",0.475,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"367",37,"first_win","275",FALSE,"right",0.5,"4","first_time",0.4875,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"368",38,"first_win","358",FALSE,"right",0.5,"4","first_time",0.5,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"369",39,"first_win","411",FALSE,"right",0.5,"4","first_time",0.5125,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"370",40,"first_win","206",FALSE,"right",0.5,"4","first_time",0.525,"ct04",2.5,0.232323232323232,40,2,0,"Control","Control"
"371",41,"first_win","210",FALSE,"right",0.5,"4","first_time",0.5375,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"372",42,"first_win","311",FALSE,"right",0.5,"4","first_time",0.55,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"373",43,"first_win","367",FALSE,"right",0.5,"4","first_time",0.5625,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"374",44,"first_win","385",FALSE,"right",0.5,"4","first_time",0.575,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"375",45,"first_win","389",FALSE,"right",0.5,"4","first_time",0.5875,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"376",46,"first_win","377",FALSE,"right",0.5,"4","first_time",0.6,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"377",47,"first_win","348",FALSE,"right",0.5,"4","first_time",0.6125,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"378",48,"first_win","511",FALSE,"right",0.5,"4","first_time",0.625,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"379",49,"first_win","322",FALSE,"right",0.5,"4","first_time",0.6375,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"380",50,"first_win","708",FALSE,"right",0.5,"4","first_time",0.65,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"381",51,"first_win","411",FALSE,"right",0.5,"4","first_time",0.6625,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"382",52,"first_win","244",FALSE,"right",0.5,"4","first_time",0.675,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"383",53,"first_win","249",FALSE,"right",0.5,"4","first_time",0.6875,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"384",54,"first_win","380",FALSE,"right",0.5,"4","first_time",0.7,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"385",55,"first_win","368",FALSE,"right",0.5,"4","first_time",0.7125,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"386",56,"first_win","421",FALSE,"right",0.5,"4","first_time",0.725,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"387",57,"first_win","263",FALSE,"right",0.5,"4","first_time",0.7375,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"388",58,"first_win","280",FALSE,"right",0.5,"4","first_time",0.75,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"389",59,"first_win","465",FALSE,"right",0.5,"4","first_time",0.7625,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"390",60,"first_win","275",FALSE,"right",0.5,"4","first_time",0.775,"ct04",2.5,0.232323232323232,40,3,0,"Control","Control"
"391",61,"first_win","612",FALSE,"right",0.5,"4","first_time",0.7875,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"392",62,"first_win","488",FALSE,"right",0.5,"4","first_time",0.8,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"393",63,"first_win","268",FALSE,"right",0.5,"4","first_time",0.8125,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"394",64,"first_win","287",FALSE,"right",0.5,"4","first_time",0.825,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"395",65,"first_win","358",FALSE,"right",0.5,"4","first_time",0.8375,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"396",66,"first_win","203",FALSE,"right",0.5,"4","first_time",0.85,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"397",67,"first_win","259",FALSE,"right",0.5,"4","first_time",0.8625,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"398",68,"first_win","357",FALSE,"right",0.5,"4","first_time",0.875,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"399",69,"first_win","311",FALSE,"right",0.5,"4","first_time",0.8875,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"400",70,"first_win","330",FALSE,"right",0.5,"4","first_time",0.9,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
"401",71,"first_win","317",FALSE,"right",0.5,"4","first_time",0.9125,"ct04",2.5,0.232323232323232,40,4,0,"Control","Control"
